street;city;zip;state;beds;baths;sq__ft;type;sale_date;price;latitude;longitude
2460 EL ROCCO WAY;RANCHO CORDOVA;95670;CA;3;2;1671;Residential;2002-10-26 08:10:39;175000;38.591477;-121.31534
8244 SUNBIRD WAY;SACRAMENTO;95823;CA;3;2;1740;Residential;1937-09-26 08:25:27;176250;38.457654;-121.431381
5841 VALLEY VALE WAY;SACRAMENTO;95823;CA;3;2;1265;Residential;1987-11-05 05:26:44;179000;38.461283;-121.434322
7863 CRESTLEIGH CT;ANTELOPE;95843;CA;2;2;1007;Residential;1900-11-01 15:59:17;180000;38.710889;-121.358876
7129 SPRINGMONT DR;ELK GROVE;95758;CA;3;2;1716;Residential;1962-01-20 00:53:28;180400;38.417649;-121.420294
8284 RED FOX WAY;ELK GROVE;95758;CA;4;2;1685;Residential;1990-06-03 09:14:34;182000;38.417182;-121.397231
2219 EL CANTO CIR;RANCHO CORDOVA;95670;CA;4;2;1829;Residential;1928-08-24 00:39:55;184500;38.592383;-121.318669
8907 GEMWOOD WAY;ELK GROVE;95758;CA;3;2;1555;Residential;1951-05-03 10:37:07;185000;38.435471;-121.441173
5925 MALEVILLE AVE;CARMICHAEL;95608;CA;4;2;1120;Residential;1951-09-25 22:38:55;189000;38.666564;-121.325717
7031 CANEVALLEY CIR;CITRUS HEIGHTS;95621;CA;3;2;1137;Residential;1939-06-04 10:47:44;194000;38.718693;-121.303619
3949 WILDROSE WAY;SACRAMENTO;95826;CA;3;1;1174;Residential;1958-06-01 07:13:07;195000;38.543697;-121.366683
4437 MITCHUM CT;ANTELOPE;95843;CA;3;2;1393;Residential;1921-03-26 22:13:28;200000;38.704407;-121.36113
2778 KAWEAH CT;CAMERON PARK;95682;CA;3;1;0;Residential;1981-02-05 01:21:43;201000;38.694052;-120.995589
1636 ALLENWOOD CIR;LINCOLN;95648;CA;4;2;0;Residential;1908-10-11 02:47:38;202500;38.879192;-121.309477
8151 QUAIL RIDGE CT;SACRAMENTO;95828;CA;3;2;1289;Residential;1989-10-17 12:40:44;205000;38.461296;-121.390858
4899 WIND CREEK DR;SACRAMENTO;95838;CA;4;2;1799;Residential;2002-08-11 09:38:29;205000;38.655887;-121.446119
2370 BIG CANYON CREEK RD;PLACERVILLE;95667;CA;3;2;0;Residential;2003-12-23 11:40:00;205000;38.74458;-120.794254
6049 HAMBURG WAY;SACRAMENTO;95823;CA;4;3;1953;Residential;1915-03-16 04:26:29;205000;38.443253;-121.431992
4232 71ST ST;SACRAMENTO;95820;CA;2;1;723;Residential;2004-04-15 08:38:25;207000;38.536741;-121.42115
3361 BOW MAR CT;CAMERON PARK;95682;CA;2;2;0;Residential;1961-11-26 22:39:55;210000;38.69437;-120.996602
1889 COLD SPRINGS RD;PLACERVILLE;95667;CA;2;1;948;Residential;1922-07-03 23:48:43;211500;38.739774;-120.860243
5805 HIMALAYA WAY;CITRUS HEIGHTS;95621;CA;4;2;1578;Residential;1947-07-16 11:10:23;215000;38.696489;-121.328555
7944 SYLVAN OAK WAY;CITRUS HEIGHTS;95610;CA;3;2;1317;Residential;1969-12-10 18:42:40;215000;38.710388;-121.261096
3139 SPOONWOOD WAY Unit 1;SACRAMENTO;95833;CA;0;0;0;Residential;1977-06-05 15:18:35;215500;38.626582;-121.52151
6217 LEOLA WAY;SACRAMENTO;95824;CA;3;1;1360;Residential;1925-02-17 09:19:02;222381;38.513066;-121.451909
2340 HURLEY WAY;SACRAMENTO;95825;CA;0;0;0;Condo;1994-04-03 13:32:04;225000;38.588816;-121.408549
3035 BRUNNET LN;SACRAMENTO;95833;CA;3;2;1522;Residential;2007-09-03 07:10:34;225000;38.624762;-121.522775
3025 EL PRADO WAY;SACRAMENTO;95825;CA;4;2;1751;Residential;1927-12-20 10:32:18;225000;38.606603;-121.394147
9387 GRANITE FALLS CT;ELK GROVE;95624;CA;3;2;1465;Residential;2008-01-04 14:39:55;225000;38.419214;-121.348533
9257 CALDERA WAY;SACRAMENTO;95826;CA;4;2;1605;Residential;1937-03-26 03:15:17;228000;38.55821;-121.355022
441 ARLINGDALE CIR;RIO LINDA;95673;CA;4;2;1475;Residential;1956-07-20 01:14:32;229665;38.702893;-121.454949
2284 LOS ROBLES RD;MEADOW VISTA;95722;CA;3;1;1216;Residential;1988-02-04 12:53:58;230000;39.008159;-121.03623
8164 CHENIN BLANC LN;FAIR OAKS;95628;CA;2;2;1315;Residential;1979-07-18 20:48:34;230000;38.665644;-121.259969
4620 CHAMBERLIN CIR;ELK GROVE;95757;CA;3;2;1567;Residential;2000-10-25 08:49:18;230000;38.390557;-121.449805
5340 BIRK WAY;SACRAMENTO;95835;CA;3;2;1776;Residential;1957-06-03 14:50:15;234000;38.672495;-121.515251
51 ANJOU CIR;SACRAMENTO;95835;CA;3;2;2187;Residential;1948-06-07 18:30:58;235000;38.661658;-121.540633
2125 22ND AVE;SACRAMENTO;95822;CA;3;1;1291;Residential;1918-05-21 21:51:24;236250;38.534596;-121.493121
611 BLOSSOM ROCK LN;FOLSOM;95630;CA;0;0;0;Condo;1911-07-18 07:03:58;240000;38.6457;-121.1197
8830 ADUR RD;ELK GROVE;95624;CA;0;0;0;Residential;1948-01-22 13:55:02;242000;38.43742;-121.372876
7344 BUTTERBALL WAY;SACRAMENTO;95842;CA;3;2;1503;Residential;1934-01-13 15:12:21;245000;38.699489;-121.361828
8219 GWINHURST CIR;SACRAMENTO;95828;CA;4;3;2491;Residential;1928-04-30 08:12:48;245000;38.459711;-121.384283
3240 S ST;SACRAMENTO;95816;CA;2;1;1269;Residential;2013-08-11 12:21:12;245000;38.562296;-121.467489
221 PICASSO CIR;SACRAMENTO;95835;CA;0;0;0;Residential;1963-07-07 21:57:47;250000;38.676658;-121.528128
5706 GREENACRES WAY;ORANGEVALE;95662;CA;3;2;1176;Residential;1996-03-06 08:07:45;250000;38.669882;-121.213533
6900 LONICERA DR;ORANGEVALE;95662;CA;4;2;1456;Residential;1946-11-23 19:55:02;250000;38.692199;-121.250975
419 DAWNRIDGE RD;ROSEVILLE;95678;CA;3;2;1498;Residential;1990-04-08 22:31:53;250000;38.725283;-121.297953
5312 MARBURY WAY;ANTELOPE;95843;CA;3;2;1574;Residential;1943-09-08 10:47:58;255000;38.710221;-121.341651
6344 BONHAM CIR;CITRUS HEIGHTS;95610;CA;5;4;2085;Multi-Family;1990-05-03 00:59:09;256054;38.682358;-121.272876
8207 YORKTON WAY;SACRAMENTO;95829;CA;3;2;2170;Residential;1968-12-25 16:30:13;257729;38.45967;-121.360461
7922 MANSELL WAY;ELK GROVE;95758;CA;4;2;1595;Residential;1975-02-06 06:52:04;260000;38.409634;-121.410787
5712 MELBURY CIR;ANTELOPE;95843;CA;3;2;1567;Residential;1990-01-21 01:40:44;261000;38.705849;-121.334701
632 NEWBRIDGE LN;LINCOLN;95648;CA;4;2;0;Residential;1934-10-16 01:14:57;261800;38.879084;-121.298586
1570 GLIDDEN AVE;SACRAMENTO;95822;CA;4;2;1253;Residential;1998-12-13 01:46:20;264469;38.482704;-121.500433
8108 FILIFERA WAY;ANTELOPE;95843;CA;4;3;1768;Residential;1965-01-24 07:17:55;265000;38.717042;-121.35468
230 BANKSIDE WAY;SACRAMENTO;95835;CA;0;0;0;Residential;1924-07-16 16:28:00;270000;38.676937;-121.529244
5342 CALABRIA WAY;SACRAMENTO;95835;CA;4;3;2030;Residential;1997-08-17 08:31:31;270000;38.671807;-121.498274
47 NAPONEE CT;SACRAMENTO;95835;CA;3;2;1531;Residential;1930-03-09 20:20:29;270000;38.665704;-121.529096
4236 ADRIATIC SEA WAY;SACRAMENTO;95834;CA;0;0;0;Residential;1910-07-09 01:10:27;270000;38.647961;-121.543162
8864 REMBRANT CT;ELK GROVE;95624;CA;4;3;1653;Residential;1929-09-11 02:01:44;275000;38.435288;-121.375703
9455 SEA CLIFF WAY;ELK GROVE;95758;CA;4;2;2056;Residential;1951-01-04 17:23:24;275000;38.411522;-121.481406
9720 LITTLE HARBOR WAY;ELK GROVE;95624;CA;4;3;2494;Residential;1923-04-17 13:03:06;280000;38.404934;-121.352405
8806 PHOENIX AVE;FAIR OAKS;95628;CA;3;2;1450;Residential;1941-05-09 07:31:47;286013;38.660322;-121.230101
3578 LOGGERHEAD WAY;SACRAMENTO;95834;CA;4;2;2169;Residential;1926-09-18 01:14:56;292000;38.633028;-121.526755
1416 LOCKHART WAY;ROSEVILLE;95747;CA;3;2;1440;Residential;1918-11-07 18:21:38;292000;38.752399;-121.330328
5413 BUENA VENTURA WAY;FAIR OAKS;95628;CA;3;2;1527;Residential;1927-04-30 04:55:00;293993;38.664552;-121.255937
37 WHITE BIRCH CT;ROSEVILLE;95678;CA;3;2;1401;Residential;1961-07-24 04:04:48;294000;38.776327;-121.284514
405 MARLIN SPIKE WAY;SACRAMENTO;95838;CA;3;2;1411;Residential;1977-05-04 02:23:29;296769;38.65783;-121.456842
1102 CHESLEY LN;LINCOLN;95648;CA;4;4;0;Residential;2016-05-10 06:47:38;297500;38.864864;-121.313988
11281 STANFORD COURT LN Unit 604;GOLD RIVER;95670;CA;0;0;0;Condo;1964-10-27 03:06:57;300000;38.625289;-121.260286
7320 6TH ST;RIO LINDA;95673;CA;3;1;1284;Residential;1956-07-20 01:13:18;300000;38.700553;-121.452223
993 MANTON CT;GALT;95632;CA;4;3;2307;Residential;2013-01-26 10:50:29;300000;38.272942;-121.289148
4487 PANORAMA DR;PLACERVILLE;95667;CA;3;2;1329;Residential;1998-05-10 07:21:55;300000;38.694559;-120.848157
5651 OVERLEAF WAY;SACRAMENTO;95835;CA;4;2;1910;Residential;1968-01-20 21:30:45;300500;38.677454;-121.494791
2015 PROMONTORY POINT LN;GOLD RIVER;95670;CA;3;2;1981;Residential;1978-05-04 17:29:42;305000;38.628732;-121.261149
3224 PARKHAM DR;ROSEVILLE;95747;CA;0;0;0;Residential;1945-03-29 14:05:40;306500;38.772771;-121.364877
15 VANESSA PL;SACRAMENTO;95835;CA;0;0;0;Residential;1961-04-04 20:27:35;312500;38.668692;-121.54549
1312 RENISON LN;LINCOLN;95648;CA;5;3;0;Residential;1983-04-05 14:42:05;315000;38.866409;-121.308485
8 RIVER RAFT CT;SACRAMENTO;95823;CA;4;2;2205;Residential;1962-11-13 02:00:33;319789;38.447353;-121.434969
2251 LAMPLIGHT LN;LINCOLN;95648;CA;2;2;1449;Residential;2003-03-05 07:07:15;330000;38.849924;-121.275729
106 FARHAM DR;FOLSOM;95630;CA;3;2;1258;Residential;1969-03-31 07:15:10;330000;38.667834;-121.168578
5405 NECTAR CIR;ELK GROVE;95757;CA;3;2;2575;Residential;1967-04-25 15:31:48;331000;38.387014;-121.440967
5411 10TH AVE;SACRAMENTO;95820;CA;2;1;539;Residential;1944-09-01 16:26:57;334000;38.542727;-121.442449
3512 RAINSONG CIR;RANCHO CORDOVA;95670;CA;4;3;2208;Residential;1966-03-04 19:30:50;336000;38.573488;-121.282809
1106 55TH ST;SACRAMENTO;95819;CA;3;1;1108;Residential;1967-06-22 05:52:42;339000;38.563805;-121.436395
411 ILLSLEY WAY;FOLSOM;95630;CA;4;2;1595;Residential;1933-10-22 00:04:02;339000;38.652002;-121.129504
796 BUTTERCUP CIR;GALT;95632;CA;4;2;2159;Residential;1941-11-09 19:45:41;345000;38.279581;-121.300828
1230 SANDRA CIR;PLACERVILLE;95667;CA;4;3;2295;Residential;1906-04-10 01:25:52;350000;38.738141;-120.784145
318 ANACAPA DR;ROSEVILLE;95678;CA;3;2;1838;Residential;1903-05-15 00:06:10;356000;38.782094;-121.297133
3975 SHINING STAR DR;SACRAMENTO;95823;CA;4;2;1900;Residential;1944-09-07 21:41:00;361745;38.487409;-121.461413
1620 BASLER ST;SACRAMENTO;95811;CA;4;2;1718;Residential;2009-06-30 03:21:43;361948;38.591822;-121.478644
9688 NATURE TRAIL WAY;ELK GROVE;95757;CA;5;3;3389;Residential;2005-12-21 19:11:51;370000;38.405224;-121.479275
5924 TANUS CIR;ROCKLIN;95677;CA;4;2;0;Residential;1985-08-12 02:45:47;380000;38.778691;-121.204292
9629 CEDAR OAK WAY;ELK GROVE;95757;CA;5;4;3260;Residential;1972-04-11 01:16:41;385000;38.405527;-121.431746
3429 FERNBROOK CT;CAMERON PARK;95682;CA;3;2;2016;Residential;1916-07-16 17:37:26;399000;38.664225;-121.007173
2121 HANNAH WAY;ROCKLIN;95765;CA;4;2;2607;Residential;1934-02-04 10:21:29;402000;38.805749;-121.280931
10104 ANNIE ST;ELK GROVE;95757;CA;4;3;2724;Residential;1924-03-09 14:57:22;406026;38.390465;-121.443479
1092 MAUGHAM CT;GALT;95632;CA;5;4;3746;Residential;2010-04-21 06:47:57;420000;38.271646;-121.286848
5404 ALMOND FALLS WAY;RANCHO CORDOVA;95742;CA;0;0;0;Residential;1950-12-31 05:18:28;425000;38.527502;-121.233492
6306 CONEJO;RANCHO MURIETA;95683;CA;4;2;3192;Residential;1919-02-18 23:13:00;425000;38.512602;-121.087233
14 CASA VATONI PL;SACRAMENTO;95834;CA;0;0;0;Residential;1962-05-03 00:45:20;433500;38.650221;-121.551704
1456 EAGLESFIELD LN;LINCOLN;95648;CA;4;3;0;Residential;1930-10-30 01:53:52;436746;38.857635;-121.311375
4100 BOTHWELL CIR;EL DORADO HILLS;95762;CA;5;3;0;Residential;1916-05-30 01:16:26;438700;38.679136;-121.034329
427 21ST ST;SACRAMENTO;95811;CA;2;1;1247;Residential;1998-11-04 06:19:10;445000;38.582604;-121.47576
1044 GALSTON DR;FOLSOM;95630;CA;4;2;2581;Residential;1905-08-07 07:13:32;450000;38.676306;-121.09954
4440 SYCAMORE AVE;SACRAMENTO;95841;CA;3;1;2068;Residential;1977-02-22 14:07:04;460000;38.646374;-121.353658
1032 SOUZA DR;EL DORADO HILLS;95762;CA;3;2;0;Residential;1922-09-01 06:06:25;460000;38.668239;-121.064437
9760 LAZULITE CT;ELK GROVE;95624;CA;4;3;3992;Residential;1969-03-08 13:30:00;460000;38.403609;-121.335541
241 LANFRANCO CIR;SACRAMENTO;95835;CA;4;4;3397;Residential;1967-08-29 22:06:45;465000;38.665696;-121.549437
5559 NORTHBOROUGH DR;SACRAMENTO;95835;CA;5;3;3881;Residential;2003-06-11 12:34:37;471750;38.677225;-121.519687
2125 BIG SKY DR;ROCKLIN;95765;CA;5;3;0;Residential;1926-03-23 00:00:26;480000;38.801637;-121.278798
2109 HAMLET PL;CARMICHAEL;95608;CA;2;2;1598;Residential;1923-12-05 04:40:34;484000;38.602754;-121.329326
9970 STATE HIGHWAY 193;PLACERVILLE;95667;CA;4;3;1929;Residential;2014-05-20 07:49:02;485000;38.787877;-120.816676
2901 PINTAIL WAY;ELK GROVE;95757;CA;4;3;3070;Residential;1915-04-25 04:19:42;495000;38.398488;-121.473424
201 FIRESTONE DR;ROSEVILLE;95678;CA;0;0;0;Residential;2018-01-28 07:46:46;500500;38.770153;-121.300039
1740 HIGH ST;AUBURN;95603;CA;3;3;0;Residential;1912-11-30 23:13:58;504000;38.891935;-121.08434
2733 DANA LOOP;EL DORADO HILLS;95762;CA;0;0;0;Residential;1964-05-10 04:35:30;541000;38.628459;-121.055078
9741 SADDLEBRED CT;WILTON;95693;CA;0;0;0;Residential;1964-01-08 22:19:04;560000;38.408841;-121.198039
7756 TIGERWOODS DR;SACRAMENTO;95829;CA;5;3;3984;Residential;1902-12-22 12:28:26;572500;38.47643;-121.309243
5709 RIVER OAK WAY;CARMICHAEL;95608;CA;4;2;2222;Residential;1928-11-11 14:02:08;582000;38.602461;-121.330979
2981 WRINGER DR;ROSEVILLE;95661;CA;4;3;3838;Residential;2004-11-01 07:40:02;613401;38.735373;-121.227072
8616 ROCKPORTE CT;ROSEVILLE;95747;CA;4;2;0;Residential;1988-08-18 06:08:18;614000;38.742118;-121.359909
4128 HILL ST;FAIR OAKS;95628;CA;5;5;2846;Residential;1911-05-11 10:42:59;680000;38.64167;-121.262099
1409 47TH ST;SACRAMENTO;95819;CA;5;2;2484;Residential;1998-05-10 12:47:02;699000;38.563244;-121.446876
3935 EL MONTE DR;LOOMIS;95650;CA;4;4;1624;Residential;1925-11-08 04:53:26;839000;38.813337;-121.133348
5840 WALERGA RD;SACRAMENTO;95842;CA;2;1;840;Condo;1900-09-03 06:30:44;40000;38.673678;-121.357471
923 FULTON AVE;SACRAMENTO;95825;CA;1;1;484;Condo;1938-06-20 07:25:17;48000;38.582279;-121.401482
261 REDONDO AVE;SACRAMENTO;95815;CA;3;1;970;Residential;1973-04-04 23:18:17;61500;38.620685;-121.460539
4030 BROADWAY;SACRAMENTO;95817;CA;2;1;623;Residential;1989-09-27 17:18:52;62050;38.546798;-121.460038
3660 22ND AVE;SACRAMENTO;95820;CA;2;1;932;Residential;1960-11-12 12:32:32;65000;38.532718;-121.46747
3924 HIGH ST;SACRAMENTO;95838;CA;2;1;796;Residential;1941-01-13 04:48:31;65000;38.638797;-121.435049
4734 14TH AVE;SACRAMENTO;95820;CA;2;1;834;Residential;1931-08-10 16:02:31;68000;38.539447;-121.450858
4734 14TH AVE;SACRAMENTO;95820;CA;2;1;834;Residential;1928-09-15 18:27:36;68000;38.539447;-121.450858
5050 RHODE ISLAND DR Unit 4;SACRAMENTO;95841;CA;2;1;924;Condo;1918-08-16 16:53:03;77000;38.658739;-121.333561
4513 GREENHOLME DR;SACRAMENTO;95842;CA;2;1;795;Condo;1900-08-28 12:09:02;82732;38.669104;-121.359008
3845 ELM ST;SACRAMENTO;95838;CA;3;1;1250;Residential;2013-11-09 17:07:12;84000;38.637337;-121.432835
3908 17TH AVE;SACRAMENTO;95820;CA;2;1;984;Residential;1998-04-25 23:10:03;84675;38.53728;-121.463531
7109 CHANDLER DR;SACRAMENTO;95828;CA;3;1;1013;Residential;1911-08-11 15:32:01;85000;38.497237;-121.424187
7541 SKELTON WAY;SACRAMENTO;95822;CA;3;1;1012;Residential;1940-08-19 12:24:37;90000;38.484274;-121.488851
9058 MONTOYA ST;SACRAMENTO;95826;CA;2;1;795;Condo;2004-04-29 13:08:05;90000;38.559144;-121.368387
1016 CONGRESS AVE;SACRAMENTO;95838;CA;2;2;918;Residential;1964-04-05 02:21:25;91000;38.630151;-121.442789
540 MORRISON AVE;SACRAMENTO;95838;CA;3;1;1082;Residential;1965-05-28 12:21:44;95000;38.637704;-121.453946
5303 JERRETT WAY;SACRAMENTO;95842;CA;2;1;964;Residential;1907-10-09 12:39:20;97500;38.663282;-121.359631
2820 DEL PASO BLVD;SACRAMENTO;95815;CA;4;2;1404;Multi-Family;1944-01-09 17:10:33;100000;38.617718;-121.440089
3715 TALLYHO DR Unit 78HIGH;SACRAMENTO;95826;CA;1;1;625;Condo;1905-01-11 12:42:46;100000;38.544627;-121.35796
6013 ROWAN WAY;CITRUS HEIGHTS;95621;CA;2;1;888;Residential;1926-12-22 01:13:48;101000;38.675893;-121.2963
2987 PONDEROSA LN;SACRAMENTO;95815;CA;4;2;1120;Residential;1914-06-21 19:15:40;102750;38.622243;-121.457863
3732 LANKERSHIM WAY;NORTH HIGHLANDS;95660;CA;3;1;1331;Residential;2008-10-09 12:24:15;112500;38.68972;-121.378399
2216 DUNLAP DR;SACRAMENTO;95821;CA;3;1;1014;Residential;2007-07-05 22:27:52;113000;38.623738;-121.41305
3503 21ST AVE;SACRAMENTO;95820;CA;4;2;1448;Residential;2011-10-17 10:48:33;114000;38.53361;-121.469308
523 EXCHANGE ST;SACRAMENTO;95838;CA;3;1;966;Residential;2007-01-14 05:38:03;114000;38.659414;-121.45408
8101 PORT ROYALE WAY;SACRAMENTO;95823;CA;2;1;779;Residential;1927-11-01 21:53:11;114750;38.463929;-121.438667
8020 WALERGA RD;ANTELOPE;95843;CA;2;2;836;Condo;2000-03-06 14:02:54;115000;38.71607;-121.364468
167 VALLEY OAK DR;ROSEVILLE;95678;CA;2;2;1100;Condo;2010-04-08 06:46:51;115000;38.732429;-121.288069
7876 BURLINGTON WAY;SACRAMENTO;95832;CA;3;1;1174;Residential;1966-11-04 14:01:02;116100;38.470093;-121.468347
3726 JONKO AVE;NORTH HIGHLANDS;95660;CA;3;2;1207;Residential;1940-01-10 00:16:22;119250;38.656131;-121.377265
7342 GIGI PL;SACRAMENTO;95828;CA;4;4;1995;Multi-Family;2016-02-06 00:58:59;120000;38.490704;-121.410176
2610 PHYLLIS AVE;SACRAMENTO;95820;CA;2;1;804;Residential;1999-08-03 14:27:08;120000;38.53105;-121.479574
4200 COMMERCE WAY Unit 711;SACRAMENTO;95834;CA;2;2;958;Condo;1915-12-24 04:35:17;120000;38.647523;-121.523217
4621 COUNTRY SCENE WAY;SACRAMENTO;95823;CA;3;2;1366;Residential;1927-12-12 18:49:55;120108;38.470187;-121.448149
5380 VILLAGE WOOD DR;SACRAMENTO;95823;CA;2;2;901;Residential;1953-10-30 04:57:03;121500;38.454949;-121.440578
2621 EVERGREEN ST;SACRAMENTO;95815;CA;3;1;696;Residential;1949-03-05 17:31:12;121725;38.613103;-121.444085
201 CARLO CT;GALT;95632;CA;3;2;1080;Residential;2010-10-09 10:19:51;122000;38.24227;-121.31032
6743 21ST ST;SACRAMENTO;95822;CA;3;2;1104;Residential;1980-12-01 11:40:54;123000;38.50372;-121.490657
3128 VIA GRANDE;SACRAMENTO;95825;CA;2;1;972;Residential;1990-10-14 00:14:52;125000;38.598321;-121.39161
2847 BELGRADE WAY;SACRAMENTO;95833;CA;4;2;1390;Residential;1967-08-27 19:14:20;125573;38.617173;-121.482541
7741 MILLDALE CIR;ELVERTA;95626;CA;4;2;1354;Residential;1967-06-10 23:42:55;126714;38.705834;-121.43919
9013 CASALS ST;SACRAMENTO;95826;CA;2;1;795;Condo;1935-06-26 22:27:21;126960;38.557045;-121.37167
227 MAHAN CT Unit 1;ROSEVILLE;95678;CA;2;1;780;Condo;1938-10-13 19:45:09;127000;38.749723;-121.27008
7349 FLETCHER FARM DR;SACRAMENTO;95828;CA;4;2;1587;Residential;1957-07-17 07:02:56;127500;38.49069;-121.382619
7226 LARCHMONT DR;NORTH HIGHLANDS;95660;CA;3;2;1209;Residential;1920-09-08 14:37:12;130000;38.699269;-121.376334
4114 35TH AVE;SACRAMENTO;95824;CA;2;1;1139;Residential;1974-06-09 03:30:44;133105;38.520941;-121.459355
617 M ST;RIO LINDA;95673;CA;2;2;1690;Residential;2008-09-21 00:28:20;136500;38.691104;-121.451832
7032 FAIR OAKS BLVD;CARMICHAEL;95608;CA;3;2;1245;Condo;2018-09-02 23:36:29;139500;38.628563;-121.328297
2421 SANTINA WAY;ELVERTA;95626;CA;3;2;1416;Residential;1900-06-15 22:37:33;140000;38.71865;-121.407763
2368 CRAIG AVE;SACRAMENTO;95832;CA;3;2;1300;Residential;1909-01-21 15:26:33;140800;38.47807;-121.48114
2123 AMANDA WAY;SACRAMENTO;95822;CA;3;2;1120;Residential;1944-11-04 23:16:37;145000;38.484896;-121.486948
7620 DARLA WAY;SACRAMENTO;95828;CA;4;2;1590;Residential;1989-01-31 10:43:59;147000;38.478502;-121.403517
8344 FIELDPOPPY CIR;SACRAMENTO;95828;CA;3;2;1407;Residential;1962-07-11 06:52:27;149600;38.479083;-121.400702
3624 20TH AVE;SACRAMENTO;95820;CA;5;2;1516;Residential;1921-07-18 22:38:20;150000;38.534508;-121.467907
10001 WOODCREEK OAKS BLVD Unit 1415;ROSEVILLE;95747;CA;2;2;0;Condo;1988-12-26 22:02:19;150000;38.795529;-121.328819
2848 PROVO WAY;SACRAMENTO;95822;CA;3;2;1646;Residential;1923-01-06 10:35:31;150000;38.489759;-121.474754
6045 EHRHARDT AVE;SACRAMENTO;95823;CA;3;2;1676;Residential;1995-01-24 23:29:29;155000;38.457157;-121.433065
1223 LAMBERTON CIR;SACRAMENTO;95838;CA;3;2;1370;Residential;1969-05-22 14:00:29;155435;38.646677;-121.437573
1223 LAMBERTON CIR;SACRAMENTO;95838;CA;3;2;1370;Residential;1951-07-30 10:27:06;155500;38.646677;-121.437573
6000 BIRCHGLADE WAY;CITRUS HEIGHTS;95621;CA;4;2;1351;Residential;1914-11-06 14:04:47;158000;38.70166;-121.323249
7204 THOMAS DR;NORTH HIGHLANDS;95660;CA;3;2;1152;Residential;1976-11-04 17:32:21;158000;38.697898;-121.377687
8363 LANGTREE WAY;SACRAMENTO;95823;CA;3;2;1452;Residential;1913-07-20 15:38:36;160000;38.45356;-121.435959
1675 VERNON ST Unit 8;ROSEVILLE;95678;CA;2;1;990;Residential;1934-01-28 20:19:08;160000;38.734136;-121.299639
6632 IBEX WOODS CT;CITRUS HEIGHTS;95621;CA;2;2;1162;Residential;1977-05-16 05:56:51;164000;38.720868;-121.309855
117 EVCAR WAY;RIO LINDA;95673;CA;3;2;1182;Residential;1961-11-09 13:35:38;164000;38.687659;-121.4633
6485 LAGUNA MIRAGE LN;ELK GROVE;95758;CA;2;2;1112;Residential;1960-11-13 22:44:32;165000;38.42465;-121.430137
746 MOOSE CREEK WAY;GALT;95632;CA;3;2;1100;Residential;1963-11-19 14:03:49;167000;38.283085;-121.302071
8306 CURLEW CT;CITRUS HEIGHTS;95621;CA;4;2;1280;Residential;2011-01-21 16:50:04;167293;38.715781;-121.298519
8306 CURLEW CT;CITRUS HEIGHTS;95621;CA;4;2;1280;Residential;1998-11-04 06:56:30;167293;38.715781;-121.298519
5217 ARGO WAY;SACRAMENTO;95820;CA;3;1;1039;Residential;1972-12-23 06:53:50;168000;38.52774;-121.433669
7108 HEATHER TREE DR;SACRAMENTO;95842;CA;3;2;1159;Residential;1977-12-16 06:56:01;170000;38.695677;-121.36022
2956 DAVENPORT WAY;SACRAMENTO;95833;CA;4;2;1917;Residential;1968-04-17 18:23:37;170000;38.620687;-121.482619
10062 LINCOLN VILLAGE DR;SACRAMENTO;95827;CA;3;2;1520;Residential;2005-05-20 22:15:15;170000;38.564;-121.320023
332 PALIN AVE;GALT;95632;CA;3;2;1204;Residential;1978-12-09 19:42:42;174000;38.260467;-121.302636
4649 FREEWAY CIR;SACRAMENTO;95841;CA;3;2;1120;Residential;1919-07-04 21:28:57;178000;38.658734;-121.357196
8593 DERLIN WAY;SACRAMENTO;95823;CA;3;2;1436;Residential;1949-03-16 08:28:14;180000;38.447585;-121.426627
9273 PREMIER WAY;SACRAMENTO;95826;CA;3;2;1451;Residential;2009-04-15 03:44:44;180000;38.55992;-121.352539
8032 DUSENBERG CT;SACRAMENTO;95828;CA;4;2;1638;Residential;1901-03-02 22:54:07;180000;38.466499;-121.381119
7110 STELLA LN Unit 15;CARMICHAEL;95608;CA;2;2;1000;Condo;1949-10-01 06:03:10;182000;38.637396;-121.300055
1786 PIEDMONT WAY;ROSEVILLE;95661;CA;3;1;1152;Residential;2004-04-17 23:09:11;188325;38.72748;-121.256537
1347 HIDALGO CIR;ROSEVILLE;95747;CA;3;2;1154;Residential;2012-04-05 05:42:32;191500;38.747878;-121.311279
212 CAPPUCINO WAY;SACRAMENTO;95838;CA;3;2;1353;Residential;1982-03-05 03:57:51;192000;38.657811;-121.465327
5938 WOODBRIAR WAY;CITRUS HEIGHTS;95621;CA;3;2;1329;Residential;1921-11-02 13:36:55;192700;38.706152;-121.325399
3801 WILDROSE WAY;SACRAMENTO;95826;CA;3;1;1356;Residential;1943-03-15 20:01:16;195000;38.544368;-121.369979
508 SAMUEL WAY;SACRAMENTO;95838;CA;3;2;1505;Residential;1947-06-14 17:08:16;197654;38.645689;-121.452766
6128 CARL SANDBURG CIR;SACRAMENTO;95842;CA;3;1;1009;Residential;1925-06-03 20:35:45;198000;38.681541;-121.355616
1 KENNELFORD CIR;SACRAMENTO;95823;CA;3;2;1144;Residential;1937-06-18 19:58:01;200345;38.46452;-121.427606
