street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude
4660 Cedarwood Way,Sacramento,95823,CA,4.0,2.0,1310.0,Residential,2000-10-10 09:19:28,150000,38.484834,-121.449316
9254 Harrogate Way,Elk Grove,95758,CA,2.0,2.0,1006.0,Residential,1951-12-06 01:43:01,152000,38.420138,-121.41217900000001
6716 Tareyton Way,Citrus Heights,95621,CA,3.0,2.0,1104.0,Residential,1997-02-23 09:43:26,156000,38.693723999999996,-121.30716899999999
2028 Robert Way,Sacramento,95825,CA,2.0,1.0,810.0,Residential,1960-04-24 10:00:30,156000,38.609982,-121.41926299999999
9346 Aizenberg Cir,Elk Grove,95624,CA,2.0,2.0,1123.0,Residential,1925-10-13 20:55:29,156000,38.41875,-121.370019
4524 Loch Haven Way,Sacramento,95842,CA,2.0,1.0,904.0,Residential,2017-10-21 18:02:52,157788,38.67273,-121.359645
7140 Blue Springs Way,Citrus Heights,95621,CA,3.0,2.0,1156.0,Residential,1928-12-28 08:32:10,161653,38.720653000000006,-121.302241
4631 11Th Ave,Sacramento,95820,CA,2.0,1.0,1321.0,Residential,1950-11-02 00:23:27,161829,38.541965000000005,-121.452132
3228 Baggan Ct,Antelope,95843,CA,3.0,2.0,1392.0,Residential,1953-02-26 08:13:43,165000,38.715346000000004,-121.38816299999999
8515 Dartford Dr,Sacramento,95823,CA,3.0,2.0,1439.0,Residential,1946-11-27 19:40:43,168000,38.448288,-121.42071899999999
4500 Tippwood Way,Sacramento,95842,CA,3.0,2.0,1159.0,Residential,1950-08-23 05:02:11,169000,38.69951,-121.35998899999998
2460 El Rocco Way,Rancho Cordova,95670,CA,3.0,2.0,1671.0,Residential,2002-10-26 08:10:39,175000,38.591477000000005,-121.31533999999999
8244 Sunbird Way,Sacramento,95823,CA,3.0,2.0,1740.0,Residential,1937-09-26 08:25:27,176250,38.457654,-121.431381
5841 Valley Vale Way,Sacramento,95823,CA,3.0,2.0,1265.0,Residential,1987-11-05 05:26:44,179000,38.461283,-121.434322
7863 Crestleigh Ct,Antelope,95843,CA,2.0,2.0,1007.0,Residential,1900-11-01 15:59:17,180000,38.710889,-121.358876
7129 Springmont Dr,Elk Grove,95758,CA,3.0,2.0,1716.0,Residential,1962-01-20 00:53:28,180400,38.417649,-121.420294
8284 Red Fox Way,Elk Grove,95758,CA,4.0,2.0,1685.0,Residential,1990-06-03 09:14:34,182000,38.417182000000004,-121.397231
2219 El Canto Cir,Rancho Cordova,95670,CA,4.0,2.0,1829.0,Residential,1928-08-24 00:39:55,184500,38.592383,-121.318669
8907 Gemwood Way,Elk Grove,95758,CA,3.0,2.0,1555.0,Residential,1951-05-03 10:37:07,185000,38.435471,-121.44117299999999
5925 Maleville Ave,Carmichael,95608,CA,4.0,2.0,1120.0,Residential,1951-09-25 22:38:55,189000,38.666564,-121.325717
7031 Canevalley Cir,Citrus Heights,95621,CA,3.0,2.0,1137.0,Residential,1939-06-04 10:47:44,194000,38.718693,-121.303619
3949 Wildrose Way,Sacramento,95826,CA,3.0,1.0,1174.0,Residential,1958-06-01 07:13:07,195000,38.543696999999995,-121.36668300000001
4437 Mitchum Ct,Antelope,95843,CA,3.0,2.0,1393.0,Residential,1921-03-26 22:13:28,200000,38.704407,-121.36113
2778 Kaweah Ct,Cameron Park,95682,CA,3.0,1.0,,Residential,1981-02-05 01:21:43,201000,38.694052,-120.995589
1636 Allenwood Cir,Lincoln,95648,CA,4.0,2.0,,Residential,1908-10-11 02:47:38,202500,38.879191999999996,-121.309477
8151 Quail Ridge Ct,Sacramento,95828,CA,3.0,2.0,1289.0,Residential,1989-10-17 12:40:44,205000,38.461296000000004,-121.39085800000001
4899 Wind Creek Dr,Sacramento,95838,CA,4.0,2.0,1799.0,Residential,2002-08-11 09:38:29,205000,38.655887,-121.446119
2370 Big Canyon Creek Rd,Placerville,95667,CA,3.0,2.0,,Residential,2003-12-23 11:40:00,205000,38.74458,-120.79425400000001
6049 Hamburg Way,Sacramento,95823,CA,4.0,3.0,1953.0,Residential,1915-03-16 04:26:29,205000,38.443253000000006,-121.431992
4232 71St St,Sacramento,95820,CA,2.0,1.0,723.0,Residential,2004-04-15 08:38:25,207000,38.536741,-121.42115
3361 Bow Mar Ct,Cameron Park,95682,CA,2.0,2.0,,Residential,1961-11-26 22:39:55,210000,38.69437,-120.996602
1889 Cold Springs Rd,Placerville,95667,CA,2.0,1.0,948.0,Residential,1922-07-03 23:48:43,211500,38.739774,-120.860243
5805 Himalaya Way,Citrus Heights,95621,CA,4.0,2.0,1578.0,Residential,1947-07-16 11:10:23,215000,38.696489,-121.32855500000001
7944 Sylvan Oak Way,Citrus Heights,95610,CA,3.0,2.0,1317.0,Residential,1969-12-10 18:42:40,215000,38.710388,-121.261096
3139 Spoonwood Way Unit 1,Sacramento,95833,CA,0.0,0.0,0.0,Residential,1977-06-05 15:18:35,215500,38.626582,-121.52151
6217 Leola Way,Sacramento,95824,CA,3.0,1.0,1360.0,Residential,1925-02-17 09:19:02,222381,38.513065999999995,-121.45190900000001
2340 Hurley Way,Sacramento,95825,CA,0.0,0.0,0.0,Condo,1994-04-03 13:32:04,225000,38.588815999999994,-121.408549
3035 Brunnet Ln,Sacramento,95833,CA,3.0,2.0,1522.0,Residential,2007-09-03 07:10:34,225000,38.624762,-121.522775
3025 El Prado Way,Sacramento,95825,CA,4.0,2.0,1751.0,Residential,1927-12-20 10:32:18,225000,38.606603,-121.394147
9387 Granite Falls Ct,Elk Grove,95624,CA,3.0,2.0,1465.0,Residential,2008-01-04 14:39:55,225000,38.419214000000004,-121.348533
9257 Caldera Way,Sacramento,95826,CA,4.0,2.0,1605.0,Residential,1937-03-26 03:15:17,228000,38.558209999999995,-121.35502199999999
441 Arlingdale Cir,Rio Linda,95673,CA,4.0,2.0,1475.0,Residential,1956-07-20 01:14:32,229665,38.702892999999996,-121.454949
2284 Los Robles Rd,Meadow Vista,95722,CA,3.0,1.0,1216.0,Residential,1988-02-04 12:53:58,230000,39.008159,-121.03623
8164 Chenin Blanc Ln,Fair Oaks,95628,CA,2.0,2.0,1315.0,Residential,1979-07-18 20:48:34,230000,38.665644,-121.259969
4620 Chamberlin Cir,Elk Grove,95757,CA,3.0,2.0,1567.0,Residential,2000-10-25 08:49:18,230000,38.390557,-121.449805
5340 Birk Way,Sacramento,95835,CA,3.0,2.0,1776.0,Residential,1957-06-03 14:50:15,234000,38.672495,-121.515251
51 Anjou Cir,Sacramento,95835,CA,3.0,2.0,2187.0,Residential,1948-06-07 18:30:58,235000,38.661658,-121.54063300000001
2125 22Nd Ave,Sacramento,95822,CA,3.0,1.0,1291.0,Residential,1918-05-21 21:51:24,236250,38.534596,-121.493121
611 Blossom Rock Ln,Folsom,95630,CA,0.0,0.0,0.0,Condo,1911-07-18 07:03:58,240000,38.6457,-121.1197
8830 Adur Rd,Elk Grove,95624,CA,0.0,0.0,0.0,Residential,1948-01-22 13:55:02,242000,38.43742,-121.372876
7344 Butterball Way,Sacramento,95842,CA,3.0,2.0,1503.0,Residential,1934-01-13 15:12:21,245000,38.699489,-121.361828
8219 Gwinhurst Cir,Sacramento,95828,CA,4.0,3.0,2491.0,Residential,1928-04-30 08:12:48,245000,38.459711,-121.38428300000001
3240 S St,Sacramento,95816,CA,2.0,1.0,1269.0,Residential,2013-08-11 12:21:12,245000,38.562296,-121.46748899999999
221 Picasso Cir,Sacramento,95835,CA,0.0,0.0,0.0,Residential,1963-07-07 21:57:47,250000,38.676658,-121.52812800000001
5706 Greenacres Way,Orangevale,95662,CA,3.0,2.0,1176.0,Residential,1996-03-06 08:07:45,250000,38.669882,-121.21353300000001
6900 Lonicera Dr,Orangevale,95662,CA,4.0,2.0,1456.0,Residential,1946-11-23 19:55:02,250000,38.692199,-121.250975
419 Dawnridge Rd,Roseville,95678,CA,3.0,2.0,1498.0,Residential,1990-04-08 22:31:53,250000,38.725283000000005,-121.297953
5312 Marbury Way,Antelope,95843,CA,3.0,2.0,1574.0,Residential,1943-09-08 10:47:58,255000,38.710221000000004,-121.341651
6344 Bonham Cir,Citrus Heights,95610,CA,5.0,4.0,2085.0,Multi-Family,1990-05-03 00:59:09,256054,38.682358,-121.272876
8207 Yorkton Way,Sacramento,95829,CA,3.0,2.0,2170.0,Residential,1968-12-25 16:30:13,257729,38.45967,-121.36046100000002
7922 Mansell Way,Elk Grove,95758,CA,4.0,2.0,1595.0,Residential,1975-02-06 06:52:04,260000,38.409634000000004,-121.41078700000001
5712 Melbury Cir,Antelope,95843,CA,3.0,2.0,1567.0,Residential,1990-01-21 01:40:44,261000,38.705849,-121.334701
632 Newbridge Ln,Lincoln,95648,CA,4.0,2.0,,Residential,1934-10-16 01:14:57,261800,38.879084000000006,-121.29858600000001
1570 Glidden Ave,Sacramento,95822,CA,4.0,2.0,1253.0,Residential,1998-12-13 01:46:20,264469,38.482704,-121.500433
8108 Filifera Way,Antelope,95843,CA,4.0,3.0,1768.0,Residential,1965-01-24 07:17:55,265000,38.717042,-121.35468
230 Bankside Way,Sacramento,95835,CA,0.0,0.0,0.0,Residential,1924-07-16 16:28:00,270000,38.676937,-121.52924399999999
5342 Calabria Way,Sacramento,95835,CA,4.0,3.0,2030.0,Residential,1997-08-17 08:31:31,270000,38.671807,-121.498274
47 Naponee Ct,Sacramento,95835,CA,3.0,2.0,1531.0,Residential,1930-03-09 20:20:29,270000,38.665704,-121.529096
4236 Adriatic Sea Way,Sacramento,95834,CA,0.0,0.0,0.0,Residential,1910-07-09 01:10:27,270000,38.647960999999995,-121.54316200000001
8864 Rembrant Ct,Elk Grove,95624,CA,4.0,3.0,1653.0,Residential,1929-09-11 02:01:44,275000,38.435288,-121.375703
9455 Sea Cliff Way,Elk Grove,95758,CA,4.0,2.0,2056.0,Residential,1951-01-04 17:23:24,275000,38.411522,-121.481406
9720 Little Harbor Way,Elk Grove,95624,CA,4.0,3.0,2494.0,Residential,1923-04-17 13:03:06,280000,38.404934000000004,-121.352405
8806 Phoenix Ave,Fair Oaks,95628,CA,3.0,2.0,1450.0,Residential,1941-05-09 07:31:47,286013,38.660322,-121.230101
3578 Loggerhead Way,Sacramento,95834,CA,4.0,2.0,2169.0,Residential,1926-09-18 01:14:56,292000,38.633028,-121.52675500000001
1416 Lockhart Way,Roseville,95747,CA,3.0,2.0,1440.0,Residential,1918-11-07 18:21:38,292000,38.752399,-121.33032800000001
5413 Buena Ventura Way,Fair Oaks,95628,CA,3.0,2.0,1527.0,Residential,1927-04-30 04:55:00,293993,38.664552,-121.25593700000002
37 White Birch Ct,Roseville,95678,CA,3.0,2.0,1401.0,Residential,1961-07-24 04:04:48,294000,38.776327,-121.28451399999999
405 Marlin Spike Way,Sacramento,95838,CA,3.0,2.0,1411.0,Residential,1977-05-04 02:23:29,296769,38.65783,-121.456842
1102 Chesley Ln,Lincoln,95648,CA,4.0,4.0,,Residential,2016-05-10 06:47:38,297500,38.864864000000004,-121.313988
11281 Stanford Court Ln Unit 604,Gold River,95670,CA,0.0,0.0,0.0,Condo,1964-10-27 03:06:57,300000,38.625289,-121.26028600000001
7320 6Th St,Rio Linda,95673,CA,3.0,1.0,1284.0,Residential,1956-07-20 01:13:18,300000,38.700553,-121.452223
993 Manton Ct,Galt,95632,CA,4.0,3.0,2307.0,Residential,2013-01-26 10:50:29,300000,38.272942,-121.289148
4487 Panorama Dr,Placerville,95667,CA,3.0,2.0,1329.0,Residential,1998-05-10 07:21:55,300000,38.694559000000005,-120.848157
5651 Overleaf Way,Sacramento,95835,CA,4.0,2.0,1910.0,Residential,1968-01-20 21:30:45,300500,38.677454,-121.49479099999999
2015 Promontory Point Ln,Gold River,95670,CA,3.0,2.0,1981.0,Residential,1978-05-04 17:29:42,305000,38.628732,-121.261149
3224 Parkham Dr,Roseville,95747,CA,0.0,0.0,0.0,Residential,1945-03-29 14:05:40,306500,38.772771,-121.364877
15 Vanessa Pl,Sacramento,95835,CA,0.0,0.0,0.0,Residential,1961-04-04 20:27:35,312500,38.668692,-121.54548999999999
1312 Renison Ln,Lincoln,95648,CA,5.0,3.0,,Residential,1983-04-05 14:42:05,315000,38.866409000000004,-121.308485
8 River Raft Ct,Sacramento,95823,CA,4.0,2.0,2205.0,Residential,1962-11-13 02:00:33,319789,38.447353,-121.434969
2251 Lamplight Ln,Lincoln,95648,CA,2.0,2.0,1449.0,Residential,2003-03-05 07:07:15,330000,38.849924,-121.275729
106 Farham Dr,Folsom,95630,CA,3.0,2.0,1258.0,Residential,1969-03-31 07:15:10,330000,38.667834,-121.168578
5405 Nectar Cir,Elk Grove,95757,CA,3.0,2.0,2575.0,Residential,1967-04-25 15:31:48,331000,38.387014,-121.44096699999999
5411 10Th Ave,Sacramento,95820,CA,2.0,1.0,539.0,Residential,1944-09-01 16:26:57,334000,38.542727,-121.442449
3512 Rainsong Cir,Rancho Cordova,95670,CA,4.0,3.0,2208.0,Residential,1966-03-04 19:30:50,336000,38.573488,-121.28280900000001
1106 55Th St,Sacramento,95819,CA,3.0,1.0,1108.0,Residential,1967-06-22 05:52:42,339000,38.563805,-121.43639499999999
411 Illsley Way,Folsom,95630,CA,4.0,2.0,1595.0,Residential,1933-10-22 00:04:02,339000,38.652002,-121.129504
796 Buttercup Cir,Galt,95632,CA,4.0,2.0,2159.0,Residential,1941-11-09 19:45:41,345000,38.279581,-121.30082800000001
1230 Sandra Cir,Placerville,95667,CA,4.0,3.0,2295.0,Residential,1906-04-10 01:25:52,350000,38.738141,-120.784145
318 Anacapa Dr,Roseville,95678,CA,3.0,2.0,1838.0,Residential,1903-05-15 00:06:10,356000,38.782094,-121.297133
3975 Shining Star Dr,Sacramento,95823,CA,4.0,2.0,1900.0,Residential,1944-09-07 21:41:00,361745,38.487409,-121.461413
1620 Basler St,Sacramento,95811,CA,4.0,2.0,1718.0,Residential,2009-06-30 03:21:43,361948,38.591822,-121.47864399999999
9688 Nature Trail Way,Elk Grove,95757,CA,5.0,3.0,3389.0,Residential,2005-12-21 19:11:51,370000,38.405224,-121.479275
5924 Tanus Cir,Rocklin,95677,CA,4.0,2.0,,Residential,1985-08-12 02:45:47,380000,38.778690999999995,-121.204292
9629 Cedar Oak Way,Elk Grove,95757,CA,5.0,4.0,3260.0,Residential,1972-04-11 01:16:41,385000,38.405527,-121.43174599999999
3429 Fernbrook Ct,Cameron Park,95682,CA,3.0,2.0,2016.0,Residential,1916-07-16 17:37:26,399000,38.664225,-121.007173
2121 Hannah Way,Rocklin,95765,CA,4.0,2.0,2607.0,Residential,1934-02-04 10:21:29,402000,38.805749,-121.28093100000001
10104 Annie St,Elk Grove,95757,CA,4.0,3.0,2724.0,Residential,1924-03-09 14:57:22,406026,38.390465,-121.44347900000001
1092 Maugham Ct,Galt,95632,CA,5.0,4.0,3746.0,Residential,2010-04-21 06:47:57,420000,38.271646000000004,-121.28684799999999
5404 Almond Falls Way,Rancho Cordova,95742,CA,0.0,0.0,0.0,Residential,1950-12-31 05:18:28,425000,38.527502,-121.233492
6306 Conejo,Rancho Murieta,95683,CA,4.0,2.0,3192.0,Residential,1919-02-18 23:13:00,425000,38.512602,-121.08723300000001
14 Casa Vatoni Pl,Sacramento,95834,CA,0.0,0.0,0.0,Residential,1962-05-03 00:45:20,433500,38.650221,-121.551704
1456 Eaglesfield Ln,Lincoln,95648,CA,4.0,3.0,,Residential,1930-10-30 01:53:52,436746,38.857634999999995,-121.311375
4100 Bothwell Cir,El Dorado Hills,95762,CA,5.0,3.0,,Residential,1916-05-30 01:16:26,438700,38.679136,-121.034329
427 21St St,Sacramento,95811,CA,2.0,1.0,1247.0,Residential,1998-11-04 06:19:10,445000,38.582603999999996,-121.47576000000001
1044 Galston Dr,Folsom,95630,CA,4.0,2.0,2581.0,Residential,1905-08-07 07:13:32,450000,38.676306,-121.09953999999999
4440 Sycamore Ave,Sacramento,95841,CA,3.0,1.0,2068.0,Residential,1977-02-22 14:07:04,460000,38.646374,-121.35365800000001
1032 Souza Dr,El Dorado Hills,95762,CA,3.0,2.0,,Residential,1922-09-01 06:06:25,460000,38.668239,-121.06443700000001
9760 Lazulite Ct,Elk Grove,95624,CA,4.0,3.0,3992.0,Residential,1969-03-08 13:30:00,460000,38.403609,-121.33554099999999
241 Lanfranco Cir,Sacramento,95835,CA,4.0,4.0,3397.0,Residential,1967-08-29 22:06:45,465000,38.665696000000004,-121.54943700000001
5559 Northborough Dr,Sacramento,95835,CA,5.0,3.0,3881.0,Residential,2003-06-11 12:34:37,471750,38.677225,-121.519687
2125 Big Sky Dr,Rocklin,95765,CA,5.0,3.0,,Residential,1926-03-23 00:00:26,480000,38.801637,-121.278798
2109 Hamlet Pl,Carmichael,95608,CA,2.0,2.0,1598.0,Residential,1923-12-05 04:40:34,484000,38.602754,-121.329326
9970 State Highway 193,Placerville,95667,CA,4.0,3.0,1929.0,Residential,2014-05-20 07:49:02,485000,38.787877,-120.816676
2901 Pintail Way,Elk Grove,95757,CA,4.0,3.0,3070.0,Residential,1915-04-25 04:19:42,495000,38.398488,-121.473424
201 Firestone Dr,Roseville,95678,CA,0.0,0.0,0.0,Residential,2018-01-28 07:46:46,500500,38.770153,-121.30003899999998
1740 High St,Auburn,95603,CA,3.0,3.0,,Residential,1912-11-30 23:13:58,504000,38.891935,-121.08434
2733 Dana Loop,El Dorado Hills,95762,CA,0.0,0.0,0.0,Residential,1964-05-10 04:35:30,541000,38.628459,-121.05507800000001
9741 Saddlebred Ct,Wilton,95693,CA,0.0,0.0,0.0,Residential,1964-01-08 22:19:04,560000,38.408840999999995,-121.198039
7756 Tigerwoods Dr,Sacramento,95829,CA,5.0,3.0,3984.0,Residential,1902-12-22 12:28:26,572500,38.47643,-121.309243
5709 River Oak Way,Carmichael,95608,CA,4.0,2.0,2222.0,Residential,1928-11-11 14:02:08,582000,38.602461,-121.330979
2981 Wringer Dr,Roseville,95661,CA,4.0,3.0,3838.0,Residential,2004-11-01 07:40:02,613401,38.735372999999996,-121.22707199999999
8616 Rockporte Ct,Roseville,95747,CA,4.0,2.0,,Residential,1988-08-18 06:08:18,614000,38.742118,-121.359909
4128 Hill St,Fair Oaks,95628,CA,5.0,5.0,2846.0,Residential,1911-05-11 10:42:59,680000,38.64167,-121.26209899999999
1409 47Th St,Sacramento,95819,CA,5.0,2.0,2484.0,Residential,1998-05-10 12:47:02,699000,38.563244,-121.446876
3935 El Monte Dr,Loomis,95650,CA,4.0,4.0,1624.0,Residential,1925-11-08 04:53:26,839000,38.813337,-121.133348
5840 Walerga Rd,Sacramento,95842,CA,2.0,1.0,840.0,Condo,1900-09-03 06:30:44,40000,38.673678,-121.35747099999999
923 Fulton Ave,Sacramento,95825,CA,1.0,1.0,484.0,Condo,1938-06-20 07:25:17,48000,38.582279,-121.401482
261 Redondo Ave,Sacramento,95815,CA,3.0,1.0,970.0,Residential,1973-04-04 23:18:17,61500,38.620684999999995,-121.46053899999998
4030 Broadway,Sacramento,95817,CA,2.0,1.0,623.0,Residential,1989-09-27 17:18:52,62050,38.546797999999995,-121.46003799999998
3660 22Nd Ave,Sacramento,95820,CA,2.0,1.0,932.0,Residential,1960-11-12 12:32:32,65000,38.532718,-121.46746999999999
3924 High St,Sacramento,95838,CA,2.0,1.0,796.0,Residential,1941-01-13 04:48:31,65000,38.638797,-121.43504899999999
4734 14Th Ave,Sacramento,95820,CA,2.0,1.0,834.0,Residential,1931-08-10 16:02:31,68000,38.539446999999996,-121.45085800000001
4734 14Th Ave,Sacramento,95820,CA,2.0,1.0,834.0,Residential,1928-09-15 18:27:36,68000,38.539446999999996,-121.45085800000001
5050 Rhode Island Dr Unit 4,Sacramento,95841,CA,2.0,1.0,924.0,Condo,1918-08-16 16:53:03,77000,38.658739000000004,-121.33356100000002
4513 Greenholme Dr,Sacramento,95842,CA,2.0,1.0,795.0,Condo,1900-08-28 12:09:02,82732,38.669104,-121.359008
3845 Elm St,Sacramento,95838,CA,3.0,1.0,1250.0,Residential,2013-11-09 17:07:12,84000,38.637337,-121.43283500000001
3908 17Th Ave,Sacramento,95820,CA,2.0,1.0,984.0,Residential,1998-04-25 23:10:03,84675,38.537279999999996,-121.463531
7109 Chandler Dr,Sacramento,95828,CA,3.0,1.0,1013.0,Residential,1911-08-11 15:32:01,85000,38.497237,-121.42418700000002
7541 Skelton Way,Sacramento,95822,CA,3.0,1.0,1012.0,Residential,1940-08-19 12:24:37,90000,38.484274,-121.488851
9058 Montoya St,Sacramento,95826,CA,2.0,1.0,795.0,Condo,2004-04-29 13:08:05,90000,38.559144,-121.36838700000001
1016 Congress Ave,Sacramento,95838,CA,2.0,2.0,918.0,Residential,1964-04-05 02:21:25,91000,38.630151,-121.44278899999999
540 Morrison Ave,Sacramento,95838,CA,3.0,1.0,1082.0,Residential,1965-05-28 12:21:44,95000,38.637704,-121.453946
5303 Jerrett Way,Sacramento,95842,CA,2.0,1.0,964.0,Residential,1907-10-09 12:39:20,97500,38.663282,-121.35963100000001
2820 Del Paso Blvd,Sacramento,95815,CA,4.0,2.0,1404.0,Multi-Family,1944-01-09 17:10:33,100000,38.617717999999996,-121.44008899999999
3715 Tallyho Dr Unit 78High,Sacramento,95826,CA,1.0,1.0,625.0,Condo,1905-01-11 12:42:46,100000,38.544627,-121.35796
6013 Rowan Way,Citrus Heights,95621,CA,2.0,1.0,888.0,Residential,1926-12-22 01:13:48,101000,38.675893,-121.2963
2987 Ponderosa Ln,Sacramento,95815,CA,4.0,2.0,1120.0,Residential,1914-06-21 19:15:40,102750,38.622243,-121.45786299999999
3732 Lankershim Way,North Highlands,95660,CA,3.0,1.0,1331.0,Residential,2008-10-09 12:24:15,112500,38.68972,-121.378399
2216 Dunlap Dr,Sacramento,95821,CA,3.0,1.0,1014.0,Residential,2007-07-05 22:27:52,113000,38.623738,-121.41305
3503 21St Ave,Sacramento,95820,CA,4.0,2.0,1448.0,Residential,2011-10-17 10:48:33,114000,38.533609999999996,-121.46930800000001
523 Exchange St,Sacramento,95838,CA,3.0,1.0,966.0,Residential,2007-01-14 05:38:03,114000,38.659414,-121.45408
8101 Port Royale Way,Sacramento,95823,CA,2.0,1.0,779.0,Residential,1927-11-01 21:53:11,114750,38.463929,-121.438667
8020 Walerga Rd,Antelope,95843,CA,2.0,2.0,836.0,Condo,2000-03-06 14:02:54,115000,38.71607,-121.36446799999999
167 Valley Oak Dr,Roseville,95678,CA,2.0,2.0,1100.0,Condo,2010-04-08 06:46:51,115000,38.732428999999996,-121.288069
7876 Burlington Way,Sacramento,95832,CA,3.0,1.0,1174.0,Residential,1966-11-04 14:01:02,116100,38.470093,-121.468347
3726 Jonko Ave,North Highlands,95660,CA,3.0,2.0,1207.0,Residential,1940-01-10 00:16:22,119250,38.656131,-121.377265
7342 Gigi Pl,Sacramento,95828,CA,4.0,4.0,1995.0,Multi-Family,2016-02-06 00:58:59,120000,38.490704,-121.410176
2610 Phyllis Ave,Sacramento,95820,CA,2.0,1.0,804.0,Residential,1999-08-03 14:27:08,120000,38.53105,-121.479574
4200 Commerce Way Unit 711,Sacramento,95834,CA,2.0,2.0,958.0,Condo,1915-12-24 04:35:17,120000,38.647523,-121.52321699999999
4621 Country Scene Way,Sacramento,95823,CA,3.0,2.0,1366.0,Residential,1927-12-12 18:49:55,120108,38.470187,-121.448149
5380 Village Wood Dr,Sacramento,95823,CA,2.0,2.0,901.0,Residential,1953-10-30 04:57:03,121500,38.454949,-121.440578
2621 Evergreen St,Sacramento,95815,CA,3.0,1.0,696.0,Residential,1949-03-05 17:31:12,121725,38.613103,-121.44408500000002
201 Carlo Ct,Galt,95632,CA,3.0,2.0,1080.0,Residential,2010-10-09 10:19:51,122000,38.24227,-121.31031999999999
6743 21St St,Sacramento,95822,CA,3.0,2.0,1104.0,Residential,1980-12-01 11:40:54,123000,38.50372,-121.49065700000001
3128 Via Grande,Sacramento,95825,CA,2.0,1.0,972.0,Residential,1990-10-14 00:14:52,125000,38.598321,-121.39161000000001
2847 Belgrade Way,Sacramento,95833,CA,4.0,2.0,1390.0,Residential,1967-08-27 19:14:20,125573,38.617173,-121.482541
7741 Milldale Cir,Elverta,95626,CA,4.0,2.0,1354.0,Residential,1967-06-10 23:42:55,126714,38.705834,-121.43919
9013 Casals St,Sacramento,95826,CA,2.0,1.0,795.0,Condo,1935-06-26 22:27:21,126960,38.557045,-121.37167
227 Mahan Ct Unit 1,Roseville,95678,CA,2.0,1.0,780.0,Condo,1938-10-13 19:45:09,127000,38.749722999999996,-121.27008000000001
7349 Fletcher Farm Dr,Sacramento,95828,CA,4.0,2.0,1587.0,Residential,1957-07-17 07:02:56,127500,38.49069,-121.38261899999999
7226 Larchmont Dr,North Highlands,95660,CA,3.0,2.0,1209.0,Residential,1920-09-08 14:37:12,130000,38.699269,-121.37633400000001
4114 35Th Ave,Sacramento,95824,CA,2.0,1.0,1139.0,Residential,1974-06-09 03:30:44,133105,38.520941,-121.459355
617 M St,Rio Linda,95673,CA,2.0,2.0,1690.0,Residential,2008-09-21 00:28:20,136500,38.691103999999996,-121.45183200000001
7032 Fair Oaks Blvd,Carmichael,95608,CA,3.0,2.0,1245.0,Condo,2018-09-02 23:36:29,139500,38.628563,-121.32829699999999
2421 Santina Way,Elverta,95626,CA,3.0,2.0,1416.0,Residential,1900-06-15 22:37:33,140000,38.71865,-121.40776299999999
2368 Craig Ave,Sacramento,95832,CA,3.0,2.0,1300.0,Residential,1909-01-21 15:26:33,140800,38.47807,-121.48114
2123 Amanda Way,Sacramento,95822,CA,3.0,2.0,1120.0,Residential,1944-11-04 23:16:37,145000,38.484896,-121.486948
7620 Darla Way,Sacramento,95828,CA,4.0,2.0,1590.0,Residential,1989-01-31 10:43:59,147000,38.478502,-121.403517
8344 Fieldpoppy Cir,Sacramento,95828,CA,3.0,2.0,1407.0,Residential,1962-07-11 06:52:27,149600,38.479083,-121.400702
3624 20Th Ave,Sacramento,95820,CA,5.0,2.0,1516.0,Residential,1921-07-18 22:38:20,150000,38.534508,-121.46790700000001
10001 Woodcreek Oaks Blvd Unit 1415,Roseville,95747,CA,2.0,2.0,,Condo,1988-12-26 22:02:19,150000,38.795528999999995,-121.328819
2848 Provo Way,Sacramento,95822,CA,3.0,2.0,1646.0,Residential,1923-01-06 10:35:31,150000,38.489759,-121.474754
6045 Ehrhardt Ave,Sacramento,95823,CA,3.0,2.0,1676.0,Residential,1995-01-24 23:29:29,155000,38.457157,-121.43306499999998
1223 Lamberton Cir,Sacramento,95838,CA,3.0,2.0,1370.0,Residential,1969-05-22 14:00:29,155435,38.646677000000004,-121.437573
1223 Lamberton Cir,Sacramento,95838,CA,3.0,2.0,1370.0,Residential,1951-07-30 10:27:06,155500,38.646677000000004,-121.437573
6000 Birchglade Way,Citrus Heights,95621,CA,4.0,2.0,1351.0,Residential,1914-11-06 14:04:47,158000,38.70166,-121.323249
7204 Thomas Dr,North Highlands,95660,CA,3.0,2.0,1152.0,Residential,1976-11-04 17:32:21,158000,38.697897999999995,-121.37768700000001
8363 Langtree Way,Sacramento,95823,CA,3.0,2.0,1452.0,Residential,1913-07-20 15:38:36,160000,38.453559999999996,-121.43595900000001
1675 Vernon St Unit 8,Roseville,95678,CA,2.0,1.0,990.0,Residential,1934-01-28 20:19:08,160000,38.734136,-121.29963899999998
6632 Ibex Woods Ct,Citrus Heights,95621,CA,2.0,2.0,1162.0,Residential,1977-05-16 05:56:51,164000,38.720867999999996,-121.309855
117 Evcar Way,Rio Linda,95673,CA,3.0,2.0,1182.0,Residential,1961-11-09 13:35:38,164000,38.687659000000004,-121.4633
6485 Laguna Mirage Ln,Elk Grove,95758,CA,2.0,2.0,1112.0,Residential,1960-11-13 22:44:32,165000,38.42465,-121.43013700000002
